04560736000175	CENTRO MEDICO SAO JOSE LTDA
04566085000120	INDUSTRIA E COMERCIO DE MOVEIS REGALE LTDA
04591682000105	OESTESERV PRESTACAO DE SERVICOS LTDA
04596419000290	AMPERNET - TELECOMUNICACOES LTDA
04596967000139	ADVOCACIA E ASSESSORIA TABORDA S/C LTDA
04597273000116	EM DE ANDRADE & CIA LTDA
04601539000157	MARIA GILCEIA NESI
04610121000530	ECOSERVICE MANUTENCAO INDUSTRIAL LTDA
04617596000124	CORPVS SEGURANCA ELETRONICA LTDA
04629488000171	KHRONOS SEGURANCA PRIVADA LTDA
04645668000147	CONDOMINIO RESIDENCIAL VICENTE MONTEGGIA
04648253000127	TECWAVE TELECOMUNICACOES LTDA
04658834000140	MENEGARO COMERCIAL AGRICOLA LTDA
04659308000102	PORTO GASTRO CLINICA DE GASTROENTEROLOGIA SOCIEDADE SIMPLES PURA
04662894000136	GERALDINI E GERALDINI LTDA
04668319000140	J J TELECOMUNICACOES INTERNET E PROVEDORES LTDA
